country,country_short,party_short,wave,party_name_english,party_name_original,family,family_label,poppa_id,partyfacts_id,n_experts,mean_n_experts,manichean,indivisible,generalwill,peoplecentrism,antielitism,peopleimm,peoplewealthy,elitepol,elitemedia,eliteecon,elitecult,lrecon,salienceecon,immigration,nativism,lifestyle,laworder,saliencecult,lroverall,eu,climatepolicy,climatescience,complex,emotional,intradem,personalised,populism_mean,populism_cfa,populism_cfa_rescaled
Austria,AUT,SPÖ,Wave 1 - 2018,Social Democratic Party of Austria,Sozialdemokratische Partei Österreichs,5,Social Democratic,101,1384,13,12.9375,3.6666667,3.7692308,3.6923077,3.6923077,3.2307692,NA,NA,NA,NA,NA,NA,2.9230769,NA,5.4615383,2.4615386,7.3846154,3.3846154,NA,3.5384614,8.076923,NA,NA,6.4615383,4.8461537,6.3076925,6.230769,3.6102564200000002,-1.2371901057941148,3.230987936077509
Austria,AUT,SPÖ,Wave 2 - 2023,Social Democratic Party of Austria,Sozialdemokratische Partei Österreichs,5,Social Democratic,101,1384,14,12.6,1.9166666666666667,1.9166666666666667,1.75,2.3846153846153846,2.230769230769231,6.846153846153846,4.333333333333333,4.538461538461538,5.166666666666667,6.3,5.454545454545454,3.076923076923077,8,5.6923076923076925,2.5384615384615383,6.923076923076923,4,5,3.3846153846153846,7.076923076923077,5.153846153846154,6.846153846153846,NA,NA,NA,NA,2.0397435897435896,-2.7705609436373564,1.0769319913789197
Austria,AUT,ÖVP,Wave 1 - 2018,Austrian People's Party,Österreichische Volkspartei,4,Christian Democratic,102,1329,13,12.9375,5.5833335,5,5.076923,4.076923,3.7692308,NA,NA,NA,NA,NA,NA,7.6153846,NA,2.0769231,6.5384617,2.9230769,7,NA,7.3076925,6.3076925,NA,NA,4.7692310000000004,6.7692310000000004,4.5384617,8.5384620000000009,4.70128206,-0.13209892438182008,4.783403157501262
Austria,AUT,ÖVP,Wave 2 - 2023,Austrian People's Party,Österreichische Volkspartei,4,Christian Democratic,102,1329,14,12.56,2.75,2.75,2.3333333333333335,3.076923076923077,2.3076923076923075,4.153846153846154,7.416666666666667,5.461538461538462,5.416666666666667,4.6,5.909090909090909,6.769230769230769,8.153846153846153,3.5384615384615383,5.769230769230769,2.769230769230769,7.153846153846154,6.3076923076923075,7.076923076923077,5.769230769230769,3.5384615384615383,5.833333333333333,NA,NA,NA,NA,2.6435897435897435,-2.1194702898830995,1.9915742022805634
Austria,AUT,FPÖ,Wave 1 - 2018,Freedom Party of Austria,Freiheitliche Partei Österreichs,1,Radical Right,103,463,13,12.875,7.9166665,8.384615,8.461538,8.5384620000000009,8.583333,NA,NA,NA,NA,NA,NA,6.230769,NA,0.3846154,9.307693,2.3076923,9.153846,NA,8.5384620000000009,1.5384616,NA,NA,1.6923077,8.769231,2.6153846,8.615385,8.3769229,2.8507822628835267,8.973709112971228
Austria,AUT,FPÖ,Wave 2 - 2023,Freedom Party of Austria,Freiheitliche Partei Österreichs,1,Radical Right,103,463,14,12.64,8.666666666666666,8.583333333333334,8.5,9.23076923076923,9.23076923076923,1.0769230769230769,4.75,7,6.384615384615385,6.888888888888889,8.166666666666666,5.923076923076923,5.230769230769231,1.3076923076923077,9.538461538461538,2,8.692307692307692,8.692307692307692,9,1.7692307692307692,0.8461538461538461,0.8461538461538461,NA,NA,NA,NA,8.842307692307692,3.2353836129663556,9.51399121827739
Austria,AUT,Grüne,Wave 1 - 2018,The Greens,Die Grünen,7,Green,104,1659,13,12.9375,4.1666665,1.9230769,2.3076923,3.7692308,3.5384614,NA,NA,NA,NA,NA,NA,2.6153846,NA,8.076923,0.6923077,8.384615,1.3076923,NA,2.6923077,8.769231,NA,NA,7,4.6153846,8.153846,3.1538463,3.14102558,-1.6534593900180043,2.6462192003298664
Austria,AUT,Grüne,Wave 2 - 2023,The Greens,Die Grünen,7,Green,104,1659,14,12.44,2.4166666666666665,1.1666666666666667,1.0833333333333333,2.5384615384615383,1.8461538461538463,9.384615384615385,4.090909090909091,4.166666666666667,5.25,5.7,5.4,3.076923076923077,5.166666666666667,8,0.6923076923076923,9.307692307692308,1.6923076923076923,7.538461538461538,2.4615384615384617,8.461538461538462,9.461538461538462,9.692307692307692,NA,NA,NA,NA,1.8102564102564103,-2.8352834710056025,0.9860107729803862
Austria,AUT,NEOS,Wave 1 - 2018,The New Austria,NEOS - Das Neue Österreich und Liberales Forum,3,Liberal,105,1970,13,12.875,3.5833333,1.9230769,2.3846154,3.6923077,3.5384614,NA,NA,NA,NA,NA,NA,7.4615383,NA,6.076923,1.9230769,8.153846,1.6153846,NA,6,9.230769,NA,NA,6,4.3846154,7.6666665,6.3076925,3.02435894,-1.7983401605991938,2.4426929055544417
Austria,AUT,NEOS,Wave 2 - 2023,The New Austria,NEOS - Das Neue Österreich und Liberales Forum,3,Liberal,105,1970,14,11.76,1.2727272727272727,0.7272727272727273,0.6363636363636364,1.75,1.8333333333333333,8.692307692307692,7.909090909090909,5.25,5.166666666666667,4.2,5.4,7.6923076923076925,8.5,7.5,1.1666666666666667,9.416666666666666,2.25,5.666666666666667,5.833333333333333,8.75,6.083333333333333,8.416666666666666,NA,NA,NA,NA,1.243939393939394,-3.537178038232804,0
Austria,AUT,PILZ,Wave 1 - 2018,List Peter Pilz,Liste Peter Pilz,7,Green,106,NA,13,10.75,4.7777777,3.2,3.5555556,4.2,5.3333335,NA,NA,NA,NA,NA,NA,2.7272727,NA,5.75,2.8181818,7.8333335,2.4615386,NA,3,7,NA,NA,4.4,5.0833335,5.7777777,6.1,4.21333336,-0.9844471951640021,3.5860373185797707
Austria,AUT,MFG,Wave 2 - 2023,MFG Austria - People Freedom Fundamental Rights,MFG Österreich - Menschen Freiheit Grundrechte,1,Radical Right,107,9022,14,5.36,8.545454545454545,7.555555555555555,7,9.090909090909092,9.7,NA,NA,8.444444444444445,7.5,NA,8.857142857142858,NA,3.3333333333333335,NA,7.75,3.25,5,7.666666666666667,8.166666666666666,2.5,NA,1,NA,NA,NA,NA,8.378383838383838,2.571990278431091,8.582066389226224
Belgium,BEL,N-VA,Wave 1 - 2018,New Flemish Alliance,Nieuw-Vlaamse Alliantie,8,Regionalist,201,36,14,13.75,7.4615383,6.571429,6.285714,4.7692310000000004,5.714286,NA,NA,NA,NA,NA,NA,8.214286,NA,1.7857143,7.6923075,3.642857,8.571428,NA,7.928571,4.357143,NA,NA,3.5,8.214286,4.230769,9,6.16043966,0.9266777235379802,6.27075642930833
Belgium,BEL,N-VA,Wave 2 - 2023,New Flemish Alliance,Nieuw-Vlaamse Alliantie,8,Regionalist,201,36,9,8.72,7,6.777777777777778,6.333333333333333,4.375,5.444444444444445,4,8.666666666666666,6.857142857142857,7.571428571428571,6.222222222222222,7.444444444444445,8.11111111111111,8.11111111111111,2.111111111111111,8,3.5555555555555554,7.333333333333333,7,7.888888888888889,5.444444444444445,2.7777777777777777,4.142857142857143,NA,NA,NA,NA,5.986111111111111,0.7283812932355589,5.992192631195255
Belgium,BEL,CD&V,Wave 1 - 2018,Christian Democrats & Flemish,Christen-Democratisch en Vlaams,4,Christian Democratic,202,604,14,13.875,3,3.5,3.642857,3.5714285,2.2857144,NA,NA,NA,NA,NA,NA,5.214286,NA,4.642857,5,3.5714285,5.357143,NA,5.071429,8,NA,NA,7.428571,3.7857144,5.857143,5.285714,3.19999998,-1.4173920204007524,2.977843037384596
Belgium,BEL,CD&V,Wave 2 - 2023,Christian Democrats & Flemish,Christen-Democratisch en Vlaams,4,Christian Democratic,202,604,9,8.72,3.111111111111111,3.5555555555555554,2.888888888888889,4.625,2.5555555555555554,6,6.555555555555555,6.142857142857143,5.142857142857143,6.222222222222222,6.222222222222222,5.444444444444445,5.666666666666667,4.777777777777778,6,3.888888888888889,5.444444444444445,5.555555555555555,5.666666666666667,8.222222222222221,4.888888888888889,6,NA,NA,NA,NA,3.3472222222222223,-1.3504523043737644,3.0718789285635233
Belgium,BEL,O-VLD,Wave 1 - 2018,Open Flemish Liberals,Open Vlaamse Liberalen en Democraten,3,Liberal,203,49,14,13.8125,2.7692308,2.357143,3,4.357143,2.4285715,NA,NA,NA,NA,NA,NA,8.071428,NA,4.357143,4.3846154,8.214286,4.285714,NA,6.571429,8.5,NA,NA,6.642857,4.428571,6.6923075,5.428571,2.98241766,-1.5113909861464752,2.845794725284902
Belgium,BEL,O-VLD,Wave 2 - 2023,Open Flemish Liberals,Open Vlaamse Liberalen en Democraten,3,Liberal,203,49,9,8.68,2.7777777777777777,2.888888888888889,2.5555555555555554,4.25,2,6.666666666666667,8.88888888888889,5.857142857142857,5.142857142857143,6.111111111111111,6.111111111111111,7.222222222222222,8,5.333333333333333,3,7.888888888888889,3.3333333333333335,5.777777777777778,6.444444444444445,9.11111111111111,5.222222222222222,6.857142857142857,NA,NA,NA,NA,2.8944444444444444,-1.65751199884198,2.6405261573207133
Belgium,BEL,Vooruit,Wave 1 - 2018,Forward,Vooruit,5,Social Democratic,204,1680,14,13.875,4.7692310000000004,3.357143,3.7857144,4.714286,4.357143,NA,NA,NA,NA,NA,NA,2.642857,NA,6.142857,3.4615386,7.928571,3.857143,NA,2.857143,8,NA,NA,6.357143,5.5,6.142857,5.071429,4.19670348,-0.690204424254249,3.9993850712696744
Belgium,BEL,Vooruit,Wave 2 - 2023,Forward,Vooruit,5,Social Democratic,204,1680,9,8.72,3.888888888888889,4.111111111111111,3.888888888888889,5.125,3.888888888888889,6.444444444444445,4.111111111111111,5.857142857142857,5.285714285714286,7.444444444444445,6.333333333333333,2.7777777777777777,7.555555555555555,5.555555555555555,4,7.333333333333333,3.6666666666666665,4.444444444444445,3.5555555555555554,8,5.333333333333333,6.428571428571429,NA,NA,NA,NA,4.180555555555555,-0.703453453528829,3.980773037203254
Belgium,BEL,GROEN,Wave 1 - 2018,Green,Groen,7,Green,205,528,14,13.875,3.8461537,2.642857,3.0714285,4.714286,4.928571,NA,NA,NA,NA,NA,NA,2.5,NA,7.571429,1.6923077,9.071428,2.5,NA,2.0714285,8,NA,NA,6.642857,5.642857,8.357142,4.857143,3.84065924,-1.2335121437154553,3.236154681058166
Belgium,BEL,GROEN,Wave 2 - 2023,Green,Groen,7,Green,205,528,9,8.76,4,2.888888888888889,2.888888888888889,5.375,3.2222222222222223,8,5,6.285714285714286,5.285714285714286,7.444444444444445,6.222222222222222,2.6666666666666665,4.888888888888889,7.555555555555555,1.5555555555555556,8.555555555555555,2.2222222222222223,7.111111111111111,2.3333333333333335,8.777777777777779,9.222222222222221,9,NA,NA,NA,NA,3.675,-0.9559001207633925,3.6261398129006346
Belgium,BEL,VB,Wave 1 - 2018,Flemish Interest,Vlaams Belang,1,Radical Right,206,1968,14,13.75,8.692307,8.5,8.071428,7.928571,8.857142,NA,NA,NA,NA,NA,NA,5.3846154,NA,0.14285715,9.692307,1.7857143,9.5,NA,9.214286,2.5714285,NA,NA,1.4285715,9.214286,2.6923077,6.857143,8.4098896,2.7148622274359626,8.782770722117728
Belgium,BEL,VB,Wave 2 - 2023,Flemish Interest,Vlaams Belang,1,Radical Right,206,1968,9,8.76,9,8.88888888888889,8,8.777777777777779,9.11111111111111,1.2222222222222223,4.375,6.625,8.375,6.5,8.444444444444445,5.777777777777778,4,0.1111111111111111,10,1.5555555555555556,9.444444444444445,9.444444444444445,9.555555555555555,2.4444444444444446,1.7777777777777777,1.2857142857142858,NA,NA,NA,NA,8.755555555555556,3.023329203279256,9.216100420752815
Belgium,BEL,PVDA,Wave 1 - 2018,Workers' Party of Belgium,Partij van de Arbeid van België,6,Radical Left,207,1753,14,10.5625,8.272727,6.7,6.909091,7.7272725,9,NA,NA,NA,NA,NA,NA,0.71428573,NA,7.25,2.3,6.9,2.857143,NA,0.71428573,2.857143,NA,NA,2.3333333,7.923077,5.8333335,5.6153846,7.7218181,2.0691790081091135,7.875724792550294
Belgium,BEL,PVDA,Wave 2 - 2023,Workers' Party of Belgium,Partij van de Arbeid van België,6,Radical Left,207,1753,9,7.76,8.333333333333334,7.857142857142857,7.666666666666667,8.444444444444445,9,7.285714285714286,0.7777777777777778,6.625,5.857142857142857,8.11111111111111,6.25,0.4444444444444444,8.666666666666666,6.857142857142857,3.1666666666666665,6.428571428571429,3.857142857142857,3.75,0.6666666666666666,3.6666666666666665,5.4,5,NA,NA,NA,NA,8.260317460317461,2.607111423110361,8.631404037115374
Belgium,BEL,PS,Wave 1 - 2018,Socialist Party,Parti Socialiste,5,Social Democratic,301,500,9,8.75,5.2222223,3.375,4.75,4.625,4.6666665,NA,NA,NA,NA,NA,NA,2.3333333,NA,6,2.2222223,8,2.6666667,NA,2.4444444,7.5555553,NA,NA,5.5,6.3333335,5.4444447,6.6666665,4.52777776,-0.2772795677677637,4.57945560598755
Belgium,BEL,PS,Wave 2 - 2023,Socialist Party,Parti Socialiste,5,Social Democratic,301,500,9,8.76,5.222222222222222,3.75,4,3.888888888888889,2.6666666666666665,7.222222222222222,2.4444444444444446,6,5.25,7.444444444444445,5.875,2.5555555555555554,9.11111111111111,7.222222222222222,1.5555555555555556,7.555555555555555,3.888888888888889,5.111111111111111,2.4444444444444446,7.555555555555555,5.111111111111111,7.444444444444445,NA,NA,NA,NA,3.9055555555555554,-0.6412339852619938,4.068177996387604
Belgium,BEL,MR,Wave 1 - 2018,Reformist Movement,Mouvement Réformateur,3,Liberal,302,789,9,8.8125,4.888889,4.2222223,3.625,3.375,2.4444444,NA,NA,NA,NA,NA,NA,7.3333335,NA,3.1111112,5,6.7777777,6.3333335,NA,6.888889,8.333333,NA,NA,6.125,5.111111,4.6666665,6.6666665,3.71111114,-0.9864236751403394,3.5832607896817805
Belgium,BEL,MR,Wave 2 - 2023,Reformist Movement,Mouvement Réformateur,3,Liberal,302,789,9,8.76,6,4,3.875,2.2222222222222223,1.8888888888888888,4,7.111111111111111,6.666666666666667,6.875,6.777777777777778,7.375,7.555555555555555,9.11111111111111,3.5555555555555554,5.444444444444445,5.666666666666667,7.222222222222222,6.111111111111111,7.333333333333333,8.666666666666666,2.5555555555555554,5.777777777777778,NA,NA,NA,NA,3.5972222222222223,-0.9392431375074615,3.649539288694533
Belgium,BEL,LE (CDH),Wave 1 - 2018,The Committed Ones (Humanist Democratic Centre),Les Engagés (Centre Democraté Humaniste),4,Christian Democratic,303,633,9,8.8125,3.7777777,4.2222223,4.125,3.875,3.3333333,NA,NA,NA,NA,NA,NA,5.111111,NA,5.111111,3.8888888,3.5555556,5,NA,5,8.111111,NA,NA,5.375,4.6666665,5,6.3333335,3.86666666,-0.991530735594483,3.5760864691197325
Belgium,BEL,LE (CDH),Wave 2 - 2023,The Committed Ones (Humanist Democratic Centre),Les Engagés (Centre Democraté Humaniste),4,Christian Democratic,303,633,9,8.36,2.7777777777777777,3,3.7142857142857144,3.6666666666666665,2.75,6.444444444444445,4.75,6.444444444444445,5.375,6.875,6,5,6.222222222222222,5.625,3.375,4.111111111111111,5.25,5.555555555555555,5.111111111111111,8.666666666666666,5.375,7.875,NA,NA,NA,NA,3.1817460317460315,-1.462258309115578,2.9148155599228036
Belgium,BEL,Ecolo,Wave 1 - 2018,Francophone Ecologists,Ecolo,7,Green,304,1563,9,8.8125,4.4444447,2.8888888,4.625,5.875,5.2222223,NA,NA,NA,NA,NA,NA,3.1111112,NA,7.888889,1.2222222,9.222222,1.5555556,NA,2.8888888,8,NA,NA,7,5.2222223,8.333333,3.5555556,4.61111116,-0.1889425180885843,4.703550144831273
Belgium,BEL,Ecolo,Wave 2 - 2023,Francophone Ecologists,Ecolo,7,Green,304,1563,9,8.76,3.4444444444444446,2.75,3.5,4.222222222222222,3,8,3.3333333333333335,6.333333333333333,5.25,7.444444444444445,5.875,3,6.222222222222222,8.555555555555555,0.6666666666666666,8.88888888888889,2.888888888888889,7.333333333333333,2.7777777777777777,8,9.11111111111111,9,NA,NA,NA,NA,3.3833333333333333,-1.222120547574035,3.2521574214145343
Belgium,BEL,DéFI (FDF),Wave 1 - 2018,"Democratic, Federalist, Independent (Francophone Democratic Front)","Démocrate, Fédéraliste, Indépendant (Fédéralistes Démocrates Francophones)",8,Regionalist,305,698,9,8.625,5.111111,3.625,4.25,4.5,3,NA,NA,NA,NA,NA,NA,4.7777777,NA,5.875,3.1111112,7.4444447,4.111111,NA,4.888889,8.375,NA,NA,6.125,5.3333335,5.6666665,8,4.0972222,-0.41912103142168633,4.380198883185759
Belgium,BEL,DéFI (FDF),Wave 2 - 2023,"Democratic, Federalist, Independent (Francophone Democratic Front)","Démocrate, Fédéraliste, Indépendant (Fédéralistes Démocrates Francophones)",8,Regionalist,305,698,9,8.56,3.7777777777777777,3.5,3.625,2.888888888888889,2.5555555555555554,6.222222222222222,5.111111111111111,6.333333333333333,5.625,6.666666666666667,6.142857142857143,5.222222222222222,5.777777777777778,5.875,3.375,6.666666666666667,5.111111111111111,6.222222222222222,5.222222222222222,8.444444444444445,4.875,7.375,NA,NA,NA,NA,3.2694444444444444,-1.4466257041412403,2.9367760047447886
Belgium,BEL,PP,Wave 1 - 2018,People's Party,Parti Populaire,2,Conservatives,306,NA,9,8.3125,9.111111,7.875,7.125,7.857143,6.6666665,NA,NA,NA,NA,NA,NA,8.125,NA,0.44444445,7.888889,2,9.555555,NA,9.25,2.5714285,NA,NA,2.5,9.555555,1.75,8.888889,7.7269841,2.5671901154040175,8.575323193484655
Belgium,BEL,PTB,Wave 2 - 2023,Workers' Party of Belgium,Parti du Travail de Belgique,6,Radical Left,307,1753,9,8.72,8,5.125,6.5,7.777777777777778,8.88888888888889,7.444444444444445,0.1111111111111111,8.777777777777779,7,8.88888888888889,8,0.3333333333333333,9.444444444444445,7,2,7.555555555555555,4.111111111111111,3.888888888888889,0.3333333333333333,3.6666666666666665,3.888888888888889,6.142857142857143,NA,NA,NA,NA,7.258333333333334,1.8249697280792665,7.532663324041634
Bulgaria,BGR,GERB-SDS,Wave 1 - 2018,Citizens for European Development of Bulgaria,ГЕРБ,2,Conservatives,401,760,6,5.9375,3.5,5.6666665,4,4.8333335,2.8333333,NA,NA,NA,NA,NA,NA,7.5,NA,4,3.5,5.5,5.3333335,NA,6.8333335,9,NA,NA,6,5,3.6,8.5,4.16666666,-0.7418929004622263,3.926773888964415
Bulgaria,BGR,GERB-SDS,Wave 2 - 2023,Citizens for European Development of Bulgaria,ГЕРБ,2,Conservatives,401,760,12,11.72,4.25,6.333333333333333,6.916666666666667,5.333333333333333,4.916666666666667,4.666666666666667,6.333333333333333,7.666666666666667,4.583333333333333,6.583333333333333,6.363636363636363,6.416666666666667,7.083333333333333,4.5,5.416666666666667,4.416666666666667,5.333333333333333,5.083333333333333,6.583333333333333,8.083333333333334,3.8181818181818183,4.857142857142857,NA,NA,NA,NA,5.55,0.5376393483282017,5.724241258839062
Bulgaria,BGR,BSP; KzB,Wave 1 - 2018,Bulgarian Socialist Party; Coalition for Bulgaria,Българската левица/Bǎlgarskata levitsa; Коалиция за България / Koalitsiya za Bulgaria,5,Social Democratic,402,757,6,5.9375,4,6,4.5,4.5,3.8333333,NA,NA,NA,NA,NA,NA,2.5,NA,3.8333333,4.3333335,3.3333333,4.8333335,NA,3.1666667,7.3333335,NA,NA,6.5,5.5,6.4,3.3333333,4.56666666,-0.5831469282349826,4.149777807347274
Bulgaria,BGR,BSP; KzB,Wave 2 - 2023,Bulgarian Socialist Party; Coalition for Bulgaria,Българската левица/Bǎlgarskata levitsa; Коалиция за България / Koalitsiya za Bulgaria,5,Social Democratic,402,757,12,11.68,4.666666666666667,5.25,5.666666666666667,5.416666666666667,3.9166666666666665,3.1666666666666665,4.25,7.333333333333333,4.916666666666667,5.75,6.545454545454546,3.3333333333333335,7.416666666666667,3.3333333333333335,5.75,2.1666666666666665,6.25,6.666666666666667,3.1666666666666665,5.166666666666667,2.1,4,NA,NA,NA,NA,4.983333333333333,0.247487067692237,5.316639764440714
Bulgaria,BGR,NSFB,Wave 1 - 2018,National Front for the Salvation of Bulgaria,Национален фронт за спасение на България / Natsionalen front za spasenie na Bŭlgariya,2,Conservatives,403,2057,6,5.9375,6.8333335,6.1666665,8.166667,6.6666665,7,NA,NA,NA,NA,NA,NA,3.6666667,NA,2.1666667,8.666667,1.1666666,8.5,NA,7.8333335,3.5,NA,NA,3.3333333,8,2,7.1666665,6.9666667,1.9202101956597368,7.666455678966124
Bulgaria,BGR,NSFB,Wave 2 - 2023,National Front for the Salvation of Bulgaria,Национален фронт за спасение на България / Natsionalen front za spasenie na Bŭlgariya,2,Conservatives,403,2057,12,9.52,6.6,7.3,7.2,6.888888888888889,6.909090909090909,1.8,5.5,6.2,5.6,7.1,5.9,5.888888888888889,4,0.8888888888888888,8.11111111111111,1.6,7.5,8.777777777777779,7.2,3.4,1.375,1.5,NA,NA,NA,NA,6.97959595959596,1.628057169835567,7.2560435682705835
Bulgaria,BGR,DPS,Wave 1 - 2018,Movement for Rights and Freedoms,Движение за права и свободи Dvizhenie za prava i svobodi,3,Liberal,404,982,6,5.875,3.5,1.8333334,4.1666665,4.3333335,2.8333333,NA,NA,NA,NA,NA,NA,4.1666665,NA,5.8333335,2.3333333,3,4.1666665,NA,4.6666665,8.666667,NA,NA,5.5,3,2.25,5.6666665,3.33333334,-0.959224334524399,3.621470008156325
Bulgaria,BGR,DPS,Wave 2 - 2023,Movement for Rights and Freedoms,Движение за права и свободи Dvizhenie za prava i svobodi,3,Liberal,404,982,12,11.36,2.8333333333333335,3.3333333333333335,4.181818181818182,3.0833333333333335,2.75,7,6.666666666666667,7.083333333333333,5.090909090909091,6.4,6.444444444444445,5.416666666666667,5.833333333333333,6.2727272727272725,3.3333333333333335,3.8333333333333335,3.8333333333333335,7.083333333333333,5.333333333333333,8.333333333333334,3.6,4.5,NA,NA,NA,NA,3.2363636363636363,-1.4481862923563555,2.9345837142439968
Bulgaria,BGR,Volya,Wave 1 - 2018,Will,Воля / Volya,3,Liberal,405,NA,6,5.3125,6,6,7.8333335,7.3333335,7.1666665,NA,NA,NA,NA,NA,NA,4.1666665,NA,1.5,6.4,2.4,7.4,NA,7,2.25,NA,NA,3,8,1.5,8.6,6.8666667,1.7764883079436216,7.464557365148153
Bulgaria,BGR,RB,Wave 1 - 2018,Reformist Bloc,Реформаторски блок / Reformatorski blok,2,Conservatives,406,NA,6,5.9375,3.8333333,4.1666665,2.5,3.3333333,2,NA,NA,NA,NA,NA,NA,8.333333,NA,4.8333335,2,5.8333335,4.5,NA,7.3333335,9,NA,NA,6.8333335,2.6666667,6.2,3,3.16666662,-1.6432131273033233,2.66061299377291
Bulgaria,BGR,BBZ,Wave 1 - 2018,Reload Bulgaria/ Bulgaria Without Censorship,Презареди България / Prezaredi Balgariya,9,No family,407,NA,6,5.1875,5.5,6.4,6.8,6.3333335,5.6666665,NA,NA,NA,NA,NA,NA,6.6666665,NA,3,5.4,4,5.4,NA,7.5,5.8,NA,NA,4.5,6.1666665,NA,7.1666665,6.14,1.0779267917440254,6.483228811369283
Bulgaria,BGR,VMRO,Wave 1 - 2018,Bulgarian National Movement,Българско Национално Движение / Bulgarsko Natsionalno Dvizhenie,2,Conservatives,408,NA,6,5.875,7,6.1666665,8.5,7.3333335,7.1666665,NA,NA,NA,NA,NA,NA,4.8333335,NA,2,9.666667,0.6666667,9,NA,7.6666665,3,NA,NA,3.6666667,8.666667,2.25,7,7.2333333,2.2728352240062795,8.161817935644851
Bulgaria,BGR,Ataka,Wave 1 - 2018,Attack,Атака / Ataka,1,Radical Right,409,NA,6,5.875,8.166667,6,8.833333,7.8333335,7.6,NA,NA,NA,NA,NA,NA,2.5,NA,2,9.5,0.16666667,9,NA,7.8333335,1.6666666,NA,NA,3.5,9.166667,1.4,8.833333,7.6866667,2.8099100575474227,8.91629246286654
Bulgaria,BGR,ABV,Wave 1 - 2018,Alternative for Bulgarian Revival,Алтернатива за българско възраждане / Alternativa za balgarsko vazrazhdane,5,Social Democratic,410,3187,6,5.5,5.4,2.2,4.6666665,5.2,6,NA,NA,NA,NA,NA,NA,3,NA,3,4.5,3.8333333,6.6,NA,3.8333333,5.5,NA,NA,5.2,5.1666665,1.75,8.166667,4.6933333,-0.20030555017284804,4.687587530826343
Bulgaria,BGR,ABV,Wave 2 - 2023,Alternative for Bulgarian Revival,Алтернатива за българско възраждане / Alternativa za balgarsko vazrazhdane,5,Social Democratic,410,3187,12,9.08,6,6.222222222222222,6.7,5.9,5.4,2.888888888888889,4.9,7,4.75,6.142857142857143,5.555555555555555,4.2,5.555555555555555,2.4,6.8,2,6.5,6.5,4.555555555555555,3.7,2,3,NA,NA,NA,NA,6.044444444444444,1.0482176610080691,6.441493878048376
Bulgaria,BGR,PP,Wave 2 - 2023,We Continue the Change,Продължаваме промяната / Prodalzhavame promyanata,3,Liberal,411,8994,12,11.72,6.916666666666667,4.666666666666667,5.583333333333333,4.75,3.5,5.5,6.333333333333333,6.916666666666667,5.333333333333333,6.666666666666667,7.090909090909091,5.833333333333333,7.666666666666667,5.833333333333333,3.25,7.333333333333333,2.8333333333333335,4.5,6.416666666666667,9.181818181818182,5.7272727272727275,7.125,NA,NA,NA,NA,5.083333333333333,0.5947669054854063,5.804493179029268
Bulgaria,BGR,ITN,Wave 2 - 2023,There Is Such a People,Има такъв народ / Ima takav narod,9,No family,412,8992,12,11.52,8.833333333333334,8.25,8.5,8.916666666666666,8.666666666666666,3.4166666666666665,5,5.25,5.666666666666667,5.833333333333333,5.909090909090909,5,5.083333333333333,2.8333333333333335,7.333333333333333,2.9166666666666665,6.916666666666667,7.5,5.583333333333333,5.166666666666667,2,2.857142857142857,NA,NA,NA,NA,8.633333333333333,3.2035427588767815,9.469261672532017
Bulgaria,BGR,DB,Wave 2 - 2023,Democratic Bulgaria,"Демократична България, ДБ, Demokratichna Balgariya, DB",9,No family,413,5861,12,11.8,4.25,3,3.6666666666666665,2.8333333333333335,1.9166666666666667,6.416666666666667,5.916666666666667,7.583333333333333,5.166666666666667,6.583333333333333,7,7.916666666666667,7.583333333333333,6.666666666666667,3,7.833333333333333,2.75,4,8.083333333333334,9.583333333333334,6.7272727272727275,8,NA,NA,NA,NA,3.1333333333333333,-1.3088894974830647,3.1302657251894446
Bulgaria,BGR,Revival,Wave 2 - 2023,Revival,Възраждане / Vazrazhdane,1,Radical Right,414,5862,12,11.12,8.666666666666666,8.416666666666666,8.5,8.545454545454545,9.25,1.8333333333333333,4.8,4.909090909090909,5.454545454545454,6.7,6.2,4.4,4.181818181818182,0.9166666666666666,8.090909090909092,1,8,8.833333333333334,6.636363636363637,1.25,1,0.8571428571428571,NA,NA,NA,NA,8.675757575757576,3.021718969066364,9.213838388312238
Croatia,HRV,HDZ,Wave 1 - 2018,Croation Democratic Union,Hrvatska demokratska zajednica,4,Christian Democratic,501,1431,8,7.9375,4.625,5.625,5.5,2.875,2.375,NA,NA,NA,NA,NA,NA,5.125,NA,2.625,8.5,2.5,7.5,NA,7.375,7.875,NA,NA,5.75,7.428571,3.625,7.375,4.2,-0.4921353805829161,4.2776294401146595
Croatia,HRV,HDZ,Wave 2 - 2023,Croation Democratic Union,Hrvatska demokratska zajednica,4,Christian Democratic,501,1431,8,7.68,4.375,4,4.625,3.875,0.875,4.428571428571429,7.75,7.375,6,5.857142857142857,7.142857142857143,5.125,6.5,4.375,6.5,2.875,6.75,6.125,6.625,9.375,3.5714285714285716,6.5,NA,NA,NA,NA,3.55,-0.5324782476487929,4.220956396331157
Croatia,HRV,HSLS,Wave 1 - 2018,Croation Social Liberal Party,Hrvatska socijalno-liberalna stranka,3,Liberal,502,8842,8,7.6875,4.125,2.875,3.25,1.875,1.625,NA,NA,NA,NA,NA,NA,6,NA,5.3333335,4,5.875,3.5,NA,5.375,8.428572,NA,NA,6.875,2.4285715,3.4285715,5,2.75,-1.7656258608949105,2.488649454365413
