country,country_short,party_short,wave,party_name_english,party_name_original,family,family_label,poppa_id,partyfacts_id,n_experts,mean_n_experts,manichean,indivisible,generalwill,peoplecentrism,antielitism,peopleimm,peoplewealthy,elitepol,elitemedia,eliteecon,elitecult,lrecon,salienceecon,immigration,nativism,lifestyle,laworder,saliencecult,lroverall,eu,climatepolicy,climatescience,complex,emotional,intradem,personalised,populism_mean,populism_cfa,populism_cfa_rescaled
Italy,ITA,PD,Wave 2 - 2023,Democratic Party,Partito Democratico,5,Social Democratic,1601,802,18,17.56,4.055555555555555,2.0555555555555554,3.1666666666666665,2.5,1.2777777777777777,8.555555555555555,6.9411764705882355,5.777777777777778,5.235294117647059,5.117647058823529,4.555555555555555,4.611111111111111,6.333333333333333,6.833333333333333,1.8333333333333333,7.611111111111111,3.2222222222222223,6.277777777777778,4.166666666666667,9.222222222222221,6.705882352941177,8.066666666666666,NA,NA,NA,NA,2.611111111111111,-1.6312794541785496,2.6773772356001935
Italy,ITA,M5S,Wave 1 - 2018,Five Star Movement,Movimento Cinque Stelle,9,No family,1602,2046,16,15.5,9.125,8.125,8.4375,9,9.1875,NA,NA,NA,NA,NA,NA,4.3125,NA,3.0625,6.2,5.875,5.25,NA,5.6363635,3.5625,NA,NA,2.642857,8.625,3.625,7.625,8.775,3.24791687573679,9.531597754485615
Italy,ITA,M5S,Wave 2 - 2023,Five Star Movement,Movimento Cinque Stelle,9,No family,1602,2046,18,17.28,8.055555555555555,6.833333333333333,7.722222222222222,9.055555555555555,8.5,5.777777777777778,2.9444444444444446,6.444444444444445,5.882352941176471,6.388888888888889,4.5,3,6.529411764705882,4.235294117647059,4.294117647058823,6.294117647058823,4.647058823529412,5.0588235294117645,3.4705882352941178,4.555555555555555,7.470588235294118,6.642857142857143,NA,NA,NA,NA,8.033333333333333,2.735072085852863,8.81116122269988
Italy,ITA,FI,Wave 1 - 2018,Forward Italy,Forza Italia,2,Conservatives,1603,8058,16,15.875,7.125,5.4375,6.125,5.1875,5.625,NA,NA,NA,NA,NA,NA,7.625,NA,2.875,6.25,4.6875,6.5,NA,7.3125,5,NA,NA,4.785714,8.25,1.1875,9.375,5.9,0.8783710866534072,6.202896003257728
Italy,ITA,FI,Wave 2 - 2023,Forward Italy,Forza Italia,2,Conservatives,1603,8058,18,17.68,4.222222222222222,4.111111111111111,5.111111111111111,4.166666666666667,3.5555555555555554,4.055555555555555,8.666666666666666,6.388888888888889,6.722222222222222,5.777777777777778,5.333333333333333,7.277777777777778,6.888888888888889,3.388888888888889,5.888888888888889,4.055555555555555,6.055555555555555,5.722222222222222,6.888888888888889,5.722222222222222,2.2941176470588234,3.8461538461538463,NA,NA,NA,NA,4.233333333333333,-0.45725779040765907,4.326624946354654
Italy,ITA,Lega,Wave 1 - 2018,League,Lega,1,Radical Right,1604,1221,16,15.875,8.5625,7.9375,8.0625,7.75,8.5625,NA,NA,NA,NA,NA,NA,6.6875,NA,1.125,9.1875,2.1875,8.9375,NA,8.875,1.9375,NA,NA,2.5714285,9.625,3.375,8.75,8.175,2.6226791352182595,8.653273321429234
Italy,ITA,Lega,Wave 2 - 2023,League,Lega,1,Radical Right,1604,1221,18,17.76,8.11111111111111,7.5,7.722222222222222,7.722222222222222,7.611111111111111,1.5,7.111111111111111,6.555555555555555,6.388888888888889,6.055555555555555,5.777777777777778,7.277777777777778,6.277777777777778,0.8888888888888888,9.277777777777779,1,8.88888888888889,9.11111111111111,8.38888888888889,2.5,1.7058823529411764,2.4,NA,NA,NA,NA,7.733333333333333,2.417555729559432,8.365119092555481
Italy,ITA,FdI,Wave 1 - 2018,Brothers of Italy,Fratelli d'Italia,1,Radical Right,1605,2280,16,15.5625,7.25,7.6875,7.5625,6.875,7.375,NA,NA,NA,NA,NA,NA,5.375,NA,1.25,9.3125,1.875,9,NA,9.1875,2.125,NA,NA,2.9230769,8.5625,2.9166667,7.3125,7.35,1.904562864193747,7.64447454659348
Italy,ITA,FdI,Wave 2 - 2023,Brothers of Italy,Fratelli d'Italia,1,Radical Right,1605,2280,18,17.72,7.555555555555555,7.722222222222222,7.888888888888889,7.166666666666667,6.555555555555555,1.7777777777777777,7,6.611111111111111,6.555555555555555,6.055555555555555,5.555555555555555,6.944444444444445,6.277777777777778,1.1666666666666667,9.333333333333334,0.9444444444444444,8.944444444444445,9.055555555555555,8.722222222222221,3.1666666666666665,1.8823529411764706,3,NA,NA,NA,NA,7.377777777777778,2.2329476894088263,8.105784535961925
Italy,ITA,MDP,Wave 1 - 2018,Article 1 – Democratic and Progressive Movement,Articolo 1 – Movimento Democratico e Progressista,5,Social Democratic,1606,NA,16,11.8125,4.4,3.090909,3.5833333,4,3.5,NA,NA,NA,NA,NA,NA,2.7142856,NA,6.428571,1.8571428,7.142857,2.4615386,NA,2.8666666,6.6666665,NA,NA,5.714286,4.5,4.3,3.4615386,3.7148484600000002,-1.032776820055471,3.5181445993280143
Italy,ITA,SI,Wave 1 - 2018,Italian Left,Sinistra Italiana,5,Social Democratic,1607,NA,16,12.8125,5.090909,3,3.8461537,4.909091,5,NA,NA,NA,NA,NA,NA,2,NA,6.8,1.4,7.6666665,1.5333333,NA,1.875,4.7692310000000004,NA,NA,4.625,4.818182,5.3,2.7857144,4.36923074,-0.5753850284009613,4.1606816057416305
Italy,ITA,A–IV,Wave 2 - 2023,Action – Italia Viva,Action – Italia Viva,3,Liberal,1608,9082,18,16.28,4.176470588235294,2.9411764705882355,3.764705882352941,2.235294117647059,1.7647058823529411,6.4,8.176470588235293,6.0625,5.9375,5.176470588235294,5.5625,7.0588235294117645,7.176470588235294,5.588235294117647,3,6.375,4.0625,4.6875,5.833333333333333,8.529411764705882,4.75,6.6923076923076925,NA,NA,NA,NA,2.976470588235294,-1.467194175836384,2.90788172970392
Italy,ITA,AVS,Wave 2 - 2023,Greens and Left Alliance,Alleanza Verdi e Sinistra,7,Green,1609,NA,18,16.24,4.125,2.75,3.466666666666667,4.25,4.875,9.333333333333334,2.6875,6.2,5.733333333333333,5.666666666666667,4.733333333333333,1.8823529411764706,6.375,8.38888888888889,1.1666666666666667,9.277777777777779,1.2941176470588236,6.588235294117647,1.7222222222222223,5.6875,9.166666666666666,8.466666666666667,NA,NA,NA,NA,3.8933333333333335,-1.1564473494696987,3.3444141275502712
Italy,ITA,NM,Wave 2 - 2023,Us Moderates,Noi moderati,2,Conservatives,1610,NA,18,10.88,2,1.5454545454545454,2.8181818181818183,1.4545454545454546,1.0909090909090908,4.916666666666667,8.090909090909092,5.2727272727272725,6.2,6.454545454545454,5.7272727272727275,6.538461538461538,5.818181818181818,4.181818181818182,4.181818181818182,3.25,5.454545454545454,5.333333333333333,6.230769230769231,6.583333333333333,2.5454545454545454,4.714285714285714,NA,NA,NA,NA,1.7818181818181817,-2.6012194346633986,1.3148203580330364
Italy,ITA,+Eu,Wave 2 - 2023,More Europe,Più Europa (+Europa),3,Liberal,1611,6155,18,13.96,3.142857142857143,1.8461538461538463,2.2142857142857144,1.4615384615384615,1.2857142857142858,8.625,7.071428571428571,5.571428571428571,5.785714285714286,6.076923076923077,5.071428571428571,6.357142857142857,5.785714285714286,7.2,1.2,9.266666666666667,1.6666666666666667,7.066666666666666,4.4,9.785714285714286,6.75,8.454545454545455,NA,NA,NA,NA,1.9901098901098901,-2.522129512870536,1.425924672787899
Italy,ITA,SVP,Wave 2 - 2023,South Tyrolean People's Party,Südtiroler Volkspartei,8,Regionalist,1612,1369,18,6.52,2.25,3.7142857142857144,4.833333333333333,2.5,2,4.6,7.8,8.166666666666666,7.666666666666667,7.833333333333333,7.333333333333333,6.142857142857143,5.571428571428571,5,6.125,4.25,5.571428571428571,5.25,5.625,7.333333333333333,5.166666666666667,6,NA,NA,NA,NA,3.0595238095238093,-1.4886728977434318,2.877708749061169
Lithuania,LTU,LVZS,Wave 1 - 2018,Lithuanian Farmers and Greens Union,Lietuvos valstiečių ir žaliųjų sąjunga,11,Agrarian,1701,1490,6,5.8125,6.8333335,7.3333335,7,6.6666665,7.6666665,NA,NA,NA,NA,NA,NA,4.5,NA,3.6,6.1666665,1.5,7.5,NA,5.1666665,5.6,NA,NA,4.6666665,7.1666665,3.6,8.666667,7.1,1.5085257376829682,7.088127637138885
Lithuania,LTU,LVZS,Wave 2 - 2023,Lithuanian Farmers and Greens Union,Lietuvos valstiečių ir žaliųjų sąjunga,11,Agrarian,1701,1490,7,6.64,7.857142857142857,7.571428571428571,7.857142857142857,6.142857142857143,7.142857142857143,3.8333333333333335,3.8333333333333335,7.857142857142857,6,7.571428571428571,5.571428571428571,4,6,2.857142857142857,7.428571428571429,1.1428571428571428,7.142857142857143,8.428571428571429,5.833333333333333,6.166666666666667,3.6666666666666665,4,NA,NA,NA,NA,7.314285714285714,1.9515217200487585,7.710441630428859
Lithuania,LTU,TS-LKD,Wave 1 - 2018,Homeland Union - Lithuanian Christian Democrats,Tėvynės sąjunga - Lietuvos krikščionys demokratai,2,Conservatives,1702,193,6,6,5.5,3.6666667,4,3.3333333,1.8333334,NA,NA,NA,NA,NA,NA,7.5,NA,4.1666665,6.3333335,3,6.5,NA,7.8333335,8.833333,NA,NA,6.8333335,5.8333335,7.8333335,7.1666665,3.66666668,-0.6945335050060546,3.9933036447169017
Lithuania,LTU,TS-LKD,Wave 2 - 2023,Homeland Union - Lithuanian Christian Democrats,Tėvynės sąjunga - Lietuvos krikščionys demokratai,2,Conservatives,1702,193,7,6.64,5.428571428571429,3.857142857142857,4.142857142857143,3,0.7142857142857143,5.666666666666667,5.333333333333333,7.428571428571429,5,6.285714285714286,6,6.285714285714286,6.285714285714286,5.285714285714286,4.571428571428571,4.142857142857143,5.142857142857143,6.428571428571429,6.166666666666667,8.285714285714286,4.833333333333333,4.5,NA,NA,NA,NA,3.428571428571429,-0.6943643543513641,3.9935412649743722
Lithuania,LTU,LSDP,Wave 1 - 2018,Lithuanian Social Democratic Party,Lietuvos socialdemokratų partija,5,Social Democratic,1703,64,6,5.875,4,3.3333333,3.8333333,4,3.1666667,NA,NA,NA,NA,NA,NA,3.3333333,NA,4.8,3,6.5,3.1666667,NA,3.6666667,8.833333,NA,NA,7,4.3333335,6.6666665,6.5,3.66666666,-1.0199172999075337,3.53620945691954
Lithuania,LTU,LSDP,Wave 2 - 2023,Lithuanian Social Democratic Party,Lietuvos socialdemokratų partija,5,Social Democratic,1703,64,7,6.64,3.7142857142857144,3.4285714285714284,3.5714285714285716,4.571428571428571,3.2857142857142856,5.666666666666667,3.2857142857142856,7.142857142857143,5.285714285714286,7,6,2.7142857142857144,7.714285714285714,5.666666666666667,3.5714285714285716,5.571428571428571,4.571428571428571,4.714285714285714,2.8333333333333335,8.142857142857142,4.166666666666667,4.75,NA,NA,NA,NA,3.7142857142857144,-1.0162404745786184,3.541374605011509
Lithuania,LTU,LRLS,Wave 1 - 2018,Liberals Movement of the Republic of Lithuania,Lietuvos Respublikos Liberalų sąjūdis,3,Liberal,1704,1744,6,5.9375,4.3333335,2.3333333,2.6666667,3,1.6666666,NA,NA,NA,NA,NA,NA,9,NA,6,3.3333333,7.6666665,2.5,NA,7.5,8.166667,NA,NA,6.1666665,4.5,6.2,4.8333335,2.80000002,-1.598715460227152,2.723122637184065
Lithuania,LTU,LRLS,Wave 2 - 2023,Liberals Movement of the Republic of Lithuania,Lietuvos Respublikos Liberalų sąjūdis,3,Liberal,1704,1744,7,6.6,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.5714285714285716,1.5714285714285714,6,6.5,6.857142857142857,5,6.428571428571429,5.833333333333333,7.571428571428571,7.428571428571429,6.285714285714286,3.4285714285714284,7.142857142857143,2.8333333333333335,5.857142857142857,6.833333333333333,8.142857142857142,4.166666666666667,5.25,NA,NA,NA,NA,2.4571428571428573,-2.106759431806474,2.009430221663772
Lithuania,LTU,LLRA,Wave 1 - 2018,Election Action of Lithuania's Poles,Lietuvos lenkų rinkimų akcija / Akcja Wyborcza Polaków na Litwie,8,Regionalist,1705,556,6,5.5625,6.5,4.6666665,3.3333333,5.1666665,6.5,NA,NA,NA,NA,NA,NA,3.3333333,NA,2.75,4,0.5,7.4,NA,5.2,6.1666665,NA,NA,3.1666667,7.8333335,2.6,7.8333335,5.23333326,-0.3486177886507974,4.479240762334035
Lithuania,LTU,LLRA,Wave 2 - 2023,Election Action of Lithuania's Poles,Lietuvos lenkų rinkimų akcija / Akcja Wyborcza Polaków na Litwie,8,Regionalist,1705,556,7,5.56,6.714285714285714,4.142857142857143,3.7142857142857144,4.5,5.857142857142857,3.8,4,7.5,6,6.4,5,3.2,5.666666666666667,2.8,6.2,1,6.5,8,6.25,4.333333333333333,3,NA,NA,NA,NA,NA,4.985714285714286,-0.3419822735079155,4.488562232709567
Lithuania,LTU,TT,Wave 1 - 2018,Order and Justice,Tvarka ir teisingumas,2,Conservatives,1706,NA,6,5.9375,6.8333335,7.1666665,7,8,6.5,NA,NA,NA,NA,NA,NA,5.3333335,NA,1.6666666,7.3333335,1.1666666,8.333333,NA,6.6666665,4,NA,NA,3.6666667,8.166667,2.8,7.6666665,7.1,1.97118202208872,7.738060122602165
Lithuania,LTU,DP,Wave 1 - 2018,Labour Party,Darbo partija,3,Liberal,1707,102,6,5.1875,4.6,5.6,4.6666665,5.3333335,5.6666665,NA,NA,NA,NA,NA,NA,4.6,NA,1.75,5.6,4,5.8,NA,4.6666665,5.8,NA,NA,4.2,5.8,2.8,7.8,5.1733332999999995,-0.23453454104553695,4.639503166985136
Lithuania,LTU,DP,Wave 2 - 2023,Labour Party,Darbo partija,3,Liberal,1707,102,7,5.64,4.714285714285714,3.857142857142857,4.428571428571429,4.166666666666667,5.333333333333333,4.4,5,7.5,5.4,6.666666666666667,4.833333333333333,5,7.166666666666667,3.8,5.333333333333333,3.6666666666666665,6.25,4.333333333333333,4.8,6.5,3.3333333333333335,NA,NA,NA,NA,NA,4.5,-0.6805312280360363,4.012973829646862
Lithuania,LTU,TTS,Wave 1 - 2018,"People and Justice Union (Centrists, Nationalists)","Tautos ir teisingumo sąjunga (centristai, tautininkai)",9,No family,1708,NA,6,3.3125,8.5,8.75,8.75,8.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,8.75,NA,NA,8.7,3.0786919099898435,9.293873105977665
Lithuania,LTU,TTS,Wave 2 - 2023,"People and Justice Union (Centrists, Nationalists)","Tautos ir teisingumo sąjunga (centristai, tautininkai)",9,No family,1708,NA,7,5.48,7.666666666666667,7.666666666666667,8.166666666666666,7.333333333333333,8,1.5,3.4,8,6.714285714285714,7,5.8,3.6,4,1.8571428571428572,8.666666666666666,0.8333333333333334,7.6,9,8.2,3.3333333333333335,2.4,NA,NA,NA,NA,NA,7.766666666666667,2.327536967485296,8.238662109812196
Lithuania,LTU,LZP,Wave 2 - 2023,Lithuanian Green Party,Lietuvos Žaliųjų Partija,7,Green,1709,1407,7,4.28,2.5,2.8333333333333335,3.6666666666666665,2.6,1.8,5.5,5,6.8,4.5,7,5,4.2,6.25,NA,3.6,6.5,NA,NA,4.6,7.75,8.571428571428571,9,NA,NA,NA,NA,2.68,-1.8248516916579884,2.4054499114457353
Lithuania,LTU,PLT,Wave 2 - 2023,Freedom and Justice,Laisve ir teisingumas,2,Conservatives,1710,NA,7,4.44,4.142857142857143,4.4,5.333333333333333,4,3.5,5,NA,7,5.75,7,5,6,NA,4.6,5,4.25,5.75,6.25,5.75,5.25,3.4,NA,NA,NA,NA,NA,4.2752380952380955,-0.4367685899745739,4.3554078623367305
Lithuania,LTU,DSVL,Wave 2 - 2023,"Union of Democrats ""For Lithuania""","Demokratu sajunga ""Vardan Lietuvos""",7,Green,1711,9073,7,5.6,4.428571428571429,3.4285714285714284,4.428571428571429,4,3.5,5.5,4.8,7,5.6,7,5,3.5714285714285716,7.142857142857143,5.75,4.833333333333333,4.666666666666667,6.571428571428571,5,3.8,7.285714285714286,3.6,NA,NA,NA,NA,NA,3.9571428571428573,-0.7155486192908124,3.96378193298455
Lithuania,LTU,LP,Wave 2 - 2023,Freedom Party,Laisvés Partija,3,Liberal,1712,8982,7,6.52,4.142857142857143,2.4285714285714284,2.7142857142857144,2.4285714285714284,0.7142857142857143,7.666666666666667,6.333333333333333,7.166666666666667,5.142857142857143,6.571428571428571,5.666666666666667,8.428571428571429,6.142857142857143,7.285714285714286,1.8571428571428572,9.428571428571429,0.8571428571428571,9,7,8.285714285714286,4.666666666666667,4.5,NA,NA,NA,NA,2.4857142857142858,-1.746974919671031,2.5148500118731
Lithuania,LTU,LRP,Wave 2 - 2023,Lithuanian Regions Party,Lietuvos regionu partija,8,Regionalist,1713,7352,7,4.16,4.333333333333333,3.8333333333333335,4.5,3.5,4.166666666666667,5,5,7.5,NA,7.75,5,4.4,7,NA,5.6,3,NA,NA,NA,7.4,3,NA,NA,NA,NA,NA,4.066666666666666,-0.8896917156936812,3.7191483696109087
Malta,MLT,PL,Wave 1 - 2018,Malta Labour Party,Partit Laburista,5,Social Democratic,1801,808,4,3.8125,4.5,NA,3,7,5,NA,NA,NA,NA,NA,NA,5,NA,5.25,4,8.75,3.75,NA,4.75,7,NA,NA,NA,8,NA,8.5,NA,NA,NA
Malta,MLT,PL,Wave 2 - 2023,Malta Labour Party,Partit Laburista,5,Social Democratic,1801,808,6,5.92,3.5,6,6.666666666666667,5.833333333333333,4.5,4.333333333333333,7.833333333333333,5.666666666666667,7.5,4.666666666666667,7.666666666666667,6.2,8.5,5.166666666666667,6.333333333333333,8,3,6.166666666666667,4.833333333333333,7.666666666666667,3.3333333333333335,6.333333333333333,NA,NA,NA,NA,5.3,0.421364330026696,5.560899888173251
Malta,MLT,PN,Wave 1 - 2018,Nationalist Party,Partit Nazzjonalista,2,Conservatives,1802,699,4,3.75,7.5,NA,4.5,5.75,3.75,NA,NA,NA,NA,NA,NA,NA,NA,4.25,6.5,2.75,4.75,NA,7.25,7.75,NA,NA,NA,8,NA,6.25,NA,NA,NA
Malta,MLT,PN,Wave 2 - 2023,Nationalist Party,Partit Nazzjonalista,2,Conservatives,1802,699,6,5.92,6,5,6.5,5.666666666666667,3.6666666666666665,4.166666666666667,7.833333333333333,5.166666666666667,5.333333333333333,5.666666666666667,5.5,6,7,4,6.166666666666667,3.1666666666666665,5.166666666666667,6,6,8.833333333333334,4.666666666666667,6.666666666666667,NA,NA,NA,NA,5.366666666666667,0.9637317001742637,6.322809290024251
Malta,MLT,AD,Wave 2 - 2023,Democratic Alternative,Alternattiva Demokratika,7,Green,1803,62,6,5.88,6.333333333333333,3.8,5.5,6.166666666666667,6.333333333333333,6,4.333333333333333,5.5,4.333333333333333,8.166666666666666,5.166666666666667,3.3333333333333335,4.833333333333333,7.4,1.6666666666666667,8.666666666666666,2.8333333333333335,4.5,2.6666666666666665,8.333333333333334,8.666666666666666,9.333333333333334,NA,NA,NA,NA,5.626666666666667,0.6583687308992054,5.893840052430733
Netherlands,NLD,VVD,Wave 1 - 2018,People's Party for Freedom and Democracy,Volkspartij voor Vrijheid en Democratie,3,Liberal,1901,828,13,12.5625,4.3846154,4.5384617,4.5,3.0769231,1.5384616,NA,NA,NA,NA,NA,NA,8.769231,NA,2.8461537,7.0833335,7.1538463,7.3076925,NA,7.9166665,4.923077,NA,NA,5.5833335,7.0833335,5.818182,6.4615383,3.60769236,-0.8348921330859704,3.7961299866926392
Netherlands,NLD,VVD,Wave 2 - 2023,People's Party for Freedom and Democracy,Volkspartij voor Vrijheid en Democratie,3,Liberal,1901,828,17,8.88,3.7,3.7777777777777777,4.222222222222222,3,1.6,4.444444444444445,9.555555555555555,7.142857142857143,4.5,5.285714285714286,5,7.9,8.6,3.1,6.1,7.4,7.2,5.5,7.6,6.8,2.888888888888889,6.571428571428571,NA,NA,NA,NA,3.2600000000000002,-1.159317169737613,3.3403826478483283
Netherlands,NLD,PVV,Wave 1 - 2018,Party for Freedom,Partij voor de Vrijheid,1,Radical Right,1902,298,13,12.625,9.384615,9.076923,8.833333,9.153846,9.769231,NA,NA,NA,NA,NA,NA,5.230769,NA,0.15384616,9.916667,6.5,9.076923,NA,8.25,0.15384616,NA,NA,0.75,9.166667,0.15384616,9.615385,9.2435896,3.4992742327713184,9.88470073244854
Netherlands,NLD,PVV,Wave 2 - 2023,Party for Freedom,Partij voor de Vrijheid,1,Radical Right,1902,298,17,9.44,8.5,7.777777777777778,9.333333333333334,9.555555555555555,9.7,0.6,4.3,8.7,8.11111111111111,6.5,7.9,5.3,3.4,1.1,9.8,4.5,9.3,9.1,8.4,0.5,0.4444444444444444,0.6666666666666666,NA,NA,NA,NA,8.973333333333333,3.533272428158426,9.932460878314902
Netherlands,NLD,CDA,Wave 1 - 2018,Christian Democratic Appeal,Christen-Democratisch Appèl,4,Christian Democratic,1903,1157,13,12.5625,5.3076925,5.1538463,4.75,2.3846154,1.4615384,NA,NA,NA,NA,NA,NA,6.923077,NA,3.1538463,6.75,3.9230769,6.923077,NA,7.0833335,5.5384617,NA,NA,6.4166665,6.5,5.7272725,5,3.81153852,-0.6958510837970773,3.9914527301453147
Netherlands,NLD,CDA,Wave 2 - 2023,Christian Democratic Appeal,Christen-Democratisch Appèl,4,Christian Democratic,1903,1157,17,8.8,4.4,3.3333333333333335,3.7777777777777777,1.9,1.4,4.888888888888889,7.333333333333333,6.714285714285714,4.666666666666667,5,4.5,6.8,6.6,3.7,6.2,4,6.9,5.8,6.7,6.9,3.3333333333333335,6,NA,NA,NA,NA,2.962222222222222,-1.4737474392712495,2.8986758052721617
Netherlands,NLD,D66,Wave 1 - 2018,Democrats 66,Democraten 66,3,Liberal,1904,45,13,12.5625,3.3333333,1.3076923,1.75,3.6153846,1.5384616,NA,NA,NA,NA,NA,NA,6.6153846,NA,6.6153846,1.5,9.230769,3.0769231,NA,5.5833335,9.076923,NA,NA,7.5833335,5.25,7.8333335,5.6923075,2.30897436,-2.018351033696713,2.133624989693577
Netherlands,NLD,D66,Wave 2 - 2023,Democrats 66,Democraten 66,3,Liberal,1904,45,17,8.92,4.2,1.7777777777777777,1.5555555555555556,3.1,1.1,8.333333333333334,7.111111111111111,6.857142857142857,4.5,5.857142857142857,5.75,5.9,6.3,7.1,0.9,9.4,1.5,6.9,4.8,9.8,7.666666666666667,9.5,NA,NA,NA,NA,2.3466666666666667,-1.9819794020878907,2.1847193025315397
Netherlands,NLD,GL,Wave 1 - 2018,GreenLeft,GroenLinks,7,Green,1905,1537,13,12.5625,4.076923,0.84615386,1.8333334,4.230769,2.8461537,NA,NA,NA,NA,NA,NA,2.1538463,NA,7.8461537,0.8333333,9.5384620000000009,1.5384616,NA,2.0833333,8.230769,NA,NA,6.8333335,6.1666665,8.181818,6.6923075,2.766666592,-1.7011459123917612,2.5792299016774463
Netherlands,NLD,GL,Wave 2 - 2023,GreenLeft,GroenLinks,7,Green,1905,1537,17,9,4.6,1.7777777777777777,1.5555555555555556,2.6,2.4,8.88888888888889,3.6666666666666665,6.571428571428571,4.333333333333333,8.285714285714286,5.5,2.3,6.5,7.7,0.6,9.5,1.3,7,1.9,9.1,9.555555555555555,9.8,NA,NA,NA,NA,2.5866666666666664,-2.1035627150938527,2.0139209205008672
Netherlands,NLD,SP,Wave 1 - 2018,Socialist Party,Socialistische Partij,6,Radical Left,1906,1363,13,12.4375,7.1538463,5.7692310000000004,6,7.4615383,7.4615383,NA,NA,NA,NA,NA,NA,0.84615386,NA,4.5384617,4.5,7.181818,4.1538463,NA,1.3333334,3,NA,NA,3.2727273,6.9166665,4.0833335,6.3846154,6.76923078,1.4373040928527983,6.988076557744792
Netherlands,NLD,SP,Wave 2 - 2023,Socialist Party,Socialistische Partij,6,Radical Left,1906,1363,17,8.92,6.5,5.111111111111111,6.375,7.444444444444445,7.2,5.333333333333333,0.6666666666666666,7.555555555555555,5.714285714285714,8.88888888888889,5.5,0.9,9.6,4.3,5.1,7.5,3.5,3,1,3.2,5,7,NA,NA,NA,NA,6.526111111111111,1.3910338320752567,6.923076801762211
Netherlands,NLD,PvdA,Wave 1 - 2018,Labour Party,Partij van de Arbeid,5,Social Democratic,1907,1234,13,12.4375,3.6153846,2.5384614,2.6666667,4.1538463,2.1538463,NA,NA,NA,NA,NA,NA,3.3846154,NA,5.6153846,2.7272727,8.083333,4.076923,NA,3.9166667,6.3846154,NA,NA,7.0833335,4.6666665,7.090909,4.8461537,3.02564106,-1.453593802655947,2.926987326325704
Netherlands,NLD,PvdA,Wave 2 - 2023,Labour Party,Partij van de Arbeid,5,Social Democratic,1907,1234,17,8.92,4.3,2.3333333333333335,2.6666666666666665,2.6,2.6,8.11111111111111,3.2222222222222223,6.285714285714286,4.666666666666667,7.571428571428571,5.125,2.7,8.1,6.7,1.9,8.6,2.6,4.9,3,8.1,7.333333333333333,8.75,NA,NA,NA,NA,2.9,-1.7801832155785213,2.4681995047371657
Netherlands,NLD,CU,Wave 1 - 2018,ChristianUnion,ChristenUnie,10,Confessional,1908,1459,13,11.0625,5.5833335,2.7,2.1818182,1.8181819,1.4615384,NA,NA,NA,NA,NA,NA,4.5384617,NA,5.4166665,4.0833335,2.4615386,5,NA,4.8333335,3.8888888,NA,NA,6.6,3.5833333,7.2,3.6923077,2.7489744,-1.78507363743453,2.461329514770592
Netherlands,NLD,CU,Wave 2 - 2023,ChristianUnion,ChristenUnie,10,Confessional,1908,1459,17,8.6,4.9,1.875,1.75,1.9,1.3,7.111111111111111,5.5,6.714285714285714,4.166666666666667,5.714285714285714,4.857142857142857,4.1,5.2,6.2,3.7,2.9,4.9,6.3,4.4,6.2,6.5,8.6,NA,NA,NA,NA,2.345,-2.105322522815658,2.0114487694783443
Netherlands,NLD,PvdD,Wave 1 - 2018,Party for the Animals,Partij voor de Dieren,7,Green,1909,1467,13,9.25,6.6923075,1.5,2.1111112,5.875,7.111111,NA,NA,NA,NA,NA,NA,3,NA,6.375,2.142857,7.888889,3,NA,2.5454545,3.142857,NA,NA,3.6666667,7.3333335,5.5,5.6666665,4.65790594,-0.655134370190914,4.048650947841503
Netherlands,NLD,PvdD,Wave 2 - 2023,Party for the Animals,Partij voor de Dieren,7,Green,1909,1467,17,7.72,7.222222222222222,3.2857142857142856,3.5555555555555554,4.5,5.888888888888889,8,2.7142857142857144,7.166666666666667,5,7.875,5.285714285714286,2.5555555555555554,4.6,6.285714285714286,2,8.25,2.625,4,1.5,4.285714285714286,9.555555555555555,9.625,NA,NA,NA,NA,4.890476190476191,-0.2982722325662355,4.549965430950821
Netherlands,NLD,50+,Wave 1 - 2018,50PLUS,50PLUS,9,No family,1910,714,13,8.5625,6.4444447,4.4,4.9,5.6363635,6.7,NA,NA,NA,NA,NA,NA,4.4545455,NA,3.75,5.8333335,5.1666665,NA,NA,5.0833335,3.8,NA,NA,1.9,7.75,4.8,6.1538463,5.6161616400000005,0.31337083428587914,5.409192273975707
Netherlands,NLD,50+,Wave 2 - 2023,50PLUS,50PLUS,9,No family,1910,714,17,5.2,6,4.6,5,5.571428571428571,5.75,4.333333333333333,5,6.75,5.5,5.8,4.4,5.166666666666667,7.428571428571429,4.5,6.8,NA,6.5,3.5,5.857142857142857,NA,2.25,NA,NA,NA,NA,NA,5.384285714285714,0.2752236921869037,5.355603751105965
Netherlands,NLD,SGP,Wave 1 - 2018,State-Reformed Party,Staatkundig Gereformeerde Partij,10,Confessional,1911,1178,13,10.75,7.6363635,3.4444444,2.1111112,0.8888889,1.3333334,NA,NA,NA,NA,NA,NA,7.5,NA,2.1666667,8.090909,0.07692308,7.923077,NA,8.25,2.2222223,NA,NA,7.625,2.9166667,4.142857,2.9230769,3.0828282799999998,-1.53571217468288,2.8116286909140737
